stock_label,name,close,date,industry_type,open,high,low,unit,per,psr,pbr,volume,market_capitalization,issued_shares,crawl_datetime,code
7808  東証JASDAQ（スタンダード）,シー・エス・ランバー,"1,250.0",株価(02/28),業種その他製品,"1,360.0円","1,366.0円","1,230.0円",100株,12.14倍,0.29倍,0.82倍,"7,800株","2,271百万円","1,817千株",2020-03-01T18:31:32,7808
7809  東証JASDAQ（スタンダード）,壽屋,"1,445.0",株価(02/28),業種その他製品,"1,491.0円","1,491.0円","1,431.0円",100株,28.76倍,0.48倍,1.39倍,"16,800株","3,982百万円","2,756千株",2020-03-01T18:31:34,7809
7810  東証JASDAQ（スタンダード）,クロスフォー,278.0,株価(02/28),業種その他製品,296.0円,296.0円,277.0円,100株,---,1.39倍,1.88倍,"78,900株","4,871百万円","17,522千株",2020-03-01T18:31:36,7810
7811  東証１部,中本パックス,"1,321.0",株価(02/28),業種その他製品,"1,333.0円","1,402.0円","1,309.0円",100株,9.33倍,0.31倍,0.90倍,"66,000株","10,796百万円","8,173千株",2020-03-01T18:31:37,7811
7940  東証１部,ウェーブロックホールディングス,602.0,株価(02/28),業種化学,619.0円,624.0円,601.0円,100株,4.11倍,0.23倍,0.59倍,"145,200株","6,694百万円","11,120千株",2020-03-01T18:31:39,7940
8919  東証１部,カチタス,"3,620.0",株価(02/28),業種不動産業,"3,505.0円","3,650.0円","3,485.0円",100株,22.96倍,1.74倍,7.35倍,"499,400株","142,357百万円","39,325千株",2020-03-01T18:31:41,8919
9142  東証１部,ＪＲ九州,"3,245.0",株価(02/28),業種陸運業,"3,280.0円","3,295.0円","3,215.0円",100株,10.54倍,1.15倍,1.21倍,"1,444,600株","510,443百万円","157,301千株",2020-03-01T18:31:42,9142
9143  東証１部,ＳＧホールディングス,"2,128.0",株価(02/28),業種陸運業,"2,133.0円","2,146.0円","2,080.0円",100株,15.54倍,0.60倍,1.74倍,"1,777,500株","681,379百万円","320,197千株",2020-03-01T18:31:44,9143
9260  東証１部,西本Ｗｉｓｍｅｔｔａｃホールディングス,"2,834.0",株価(02/28),業種卸売業,"2,657.0円","2,882.0円","2,657.0円",100株,16.31倍,0.22倍,0.77倍,"16,600株","40,676百万円","14,353千株",2020-03-01T18:31:46,9260
9262  東証１部,シルバーライフ,"1,985.0",株価(02/28),業種小売業,"1,990.0円","2,140.0円","1,961.0円",100株,32.96倍,2.70倍,5.73倍,"303,100株","21,073百万円","10,616千株",2020-03-01T18:31:48,9262
9264  東証JASDAQ（スタンダード）,ポエック,"2,800.0",株価(02/28),業種卸売業,"2,876.0円","3,030.0円","2,800.0円",100株,37.94倍,1.03倍,3.50倍,"13,700株","5,866百万円","2,095千株",2020-03-01T18:31:50,9264
9266  東証マザーズ,一家ダイニングプロジェクト,741.0,株価(02/28),業種小売業,772.0円,799.0円,725.0円,100株,37.34倍,0.64倍,3.77倍,"54,700株","4,591百万円","6,196千株",2020-03-01T18:31:52,9266
9268  東証２部,オプティマスグループ,852.0,株価(02/28),業種卸売業,890.0円,890.0円,852.0円,100株,2.88倍,0.17倍,0.42倍,"17,400株","4,560百万円","5,353千株",2020-03-01T18:31:54,9268
9270  東証マザーズ,バリュエンスホールディングス,"1,665.0",株価(02/28),業種卸売業,"1,631.0円","1,747.0円","1,618.0円",100株,13.91倍,0.57倍,3.26倍,"120,000株","21,826百万円","13,108千株",2020-03-01T18:31:55,9270
9271  東証マザーズ,和心,535.0,株価(02/28),業種小売業,580.0円,585.0円,535.0円,100株,---,0.49倍,1.55倍,"10,000株","1,508百万円","2,818千株",2020-03-01T18:31:57,9271
9272  東証マザーズ,ブティックス,"1,958.0",株価(02/28),業種小売業,"2,245.0円","2,245.0円","1,958.0円",100株,56.96倍,3.40倍,7.31倍,"9,100株","4,881百万円","2,493千株",2020-03-01T18:31:59,9272
9273  東証２部,コーア商事ホールディングス,"1,283.0",株価(02/28),業種卸売業,"1,231.0円","1,289.0円","1,219.0円",100株,19.43倍,0.83倍,0.94倍,"50,000株","12,708百万円","9,904千株",2020-03-01T18:32:01,9273
9274  東証１部,国際紙パルプ商事,256.0,株価(02/28),業種卸売業,264.0円,269.0円,256.0円,100株,7.36倍,0.04倍,0.38倍,"140,000株","19,219百万円","75,077千株",2020-03-01T18:32:03,9274
9275  東証１部,ナルミヤ・インターナショナル,930.0,株価(02/28),業種小売業,940.0円,955.0円,926.0円,100株,5.03倍,0.31倍,2.64倍,"38,000株","9,394百万円","10,101千株",2020-03-01T18:32:04,9275
9279  東証マザーズ,ギフト,"2,729.0",株価(02/28),業種小売業,"2,777.0円","2,896.0円","2,729.0円",100株,25.44倍,1.49倍,4.30倍,"55,200株","13,521百万円","4,954千株",2020-03-01T18:32:06,9279
9281  東証,タカラレーベン・インフラ投資法人,"114,700.0",株価(02/28),業種その他,"114,200.0円","116,700.0円","113,400.0円",1株,37.38倍,15.06倍,1.65倍,"3,644株","22,232百万円",193千株,2020-03-01T18:32:08,9281
9282  東証,いちごグリーンインフラ投資法人,"61,300.0",株価(02/28),業種その他,"59,000.0円","61,500.0円","58,400.0円",1株,36.48倍,5.64倍,1.32倍,833株,"6,311百万円",102千株,2020-03-01T18:32:09,9282
9283  東証,日本再生可能エネルギーインフラ投資法人,"98,400.0",株価(02/28),業種その他,"97,400.0円","100,000.0円","97,200.0円",1株,47.92倍,12.62倍,1.36倍,"2,670株","15,389百万円",156千株,2020-03-01T18:32:11,9283
9284  東証,カナディアン・ソーラー・インフラ投資法人,"114,400.0",株価(02/28),業種その他,"113,600.0円","116,300.0円","112,600.0円",1株,49.54倍,12.66倍,1.20倍,"3,044株","26,448百万円",231千株,2020-03-01T18:32:13,9284
9285  東証,東京インフラ・エネルギー投資法人,"102,500.0",株価(02/28),業種その他,"100,000.0円","102,600.0円","99,500.0円",1株,99.22倍,12.99倍,1.14倍,"1,878株","4,718百万円",46千株,2020-03-01T18:32:14,9285
9286  東証,エネクス・インフラ投資法人,"92,900.0",株価(02/28),業種その他,"93,300.0円","94,100.0円","92,800.0円",1株,22.12倍,6.78倍,1.01倍,"2,628株","8,530百万円",91千株,2020-03-01T18:32:16,9286
9287  東証,ジャパン・インフラファンド投資法人,"95,000.0",株価(02/28),業種その他,"98,000.0円","98,000.0円","95,000.0円",1株,---,---,---,"2,991株","6,811百万円",71千株,2020-03-01T18:32:17,9287
9325  東証１部,ファイズホールディングス,784.0,株価(02/28),業種倉庫・運輸関連業,820.0円,857.0円,754.0円,100株,62.87倍,1.00倍,7.26倍,"398,300株","8,483百万円","10,821千株",2020-03-01T18:32:19,9325
9434  東証１部,ソフトバンク,"1,412.5",株価(02/28),業種情報・通信業,"1,420.5円","1,431.5円","1,400.5円",100株,15.69倍,1.80倍,3.34倍,"23,191,700株","6,761,842百万円","4,787,145千株",2020-03-01T18:32:21,9434
9450  東証１部,ファイバーゲート,977.0,株価(02/28),業種情報・通信業,"1,007.0円","1,031.0円",965.0円,100株,33.92倍,3.61倍,9.94倍,"459,300株","19,708百万円","20,172千株",2020-03-01T18:32:22,9450
9466  東証１部,アイドママーケティングコミュニケーション,482.0,株価(02/28),業種情報・通信業,496.0円,502.0円,479.0円,100株,10.00倍,0.75倍,1.68倍,"136,000株","6,516百万円","13,520千株",2020-03-01T18:32:25,9466
9519  東証１部,レノバ,956.0,株価(02/28),業種電気・ガス業,974.0円,983.0円,936.0円,100株,42.96倍,5.20倍,5.68倍,"1,046,100株","73,320百万円","76,695千株",2020-03-01T18:32:26,9519
